x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
8.0,74.19861127081421,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
8.0,78.08777236473964,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
9.0,93.21478575741578,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9.0,96.80899560551849,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
9.0,95.71584525329243,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
9.0,98.8717980260674,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
10.0,71.48084544234993,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10.0,68.58082613210479,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
10.0,72.76335328097652,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
10.0,80.34400132292322,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
10.0,76.24702007802907,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
10.0,74.95980318858336,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
11.0,86.99060221639732,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11.0,78.6352524657446,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
11.0,73.76542942370757,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
11.0,74.45238201227187,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
11.0,83.47741198726783,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
12.0,110.2831067183899,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
12.0,96.62226878225177,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
12.0,90.7691010931145,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0
12.0,96.98080111382508,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0
12.0,86.25490285687593,1.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0
12.0,92.2373687524076,1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0
13.0,77.19920545061225,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
14.0,96.75195728141766,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
14.0,84.33423139087836,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
15.0,90.93309887708877,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15.0,98.22817777156222,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
15.0,85.1965432160251,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
15.0,95.05804142729745,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
16.0,88.34053288208693,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
16.0,85.9995948440681,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
16.0,86.21750496181711,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
16.0,89.06483082445622,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
16.0,82.47784470099971,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
17.0,82.28827768113688,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17.0,77.41781685676516,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
17.0,70.51736410385584,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
17.0,76.85431520254525,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
17.0,78.44829324860429,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
17.0,67.63641660168255,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
17.0,82.44031583488807,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0
18.0,85.5586676079155,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18.0,76.66640828247967,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
18.0,93.25740217274634,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
18.0,76.64215942382981,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
18.0,82.82384654129534,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
19.0,81.08832006281357,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
19.0,79.20524724683477,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
19.0,70.6992381732571,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0
19.0,86.02089718118773,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0
19.0,86.15352635008816,1.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0
19.0,84.10497691650485,1.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0
19.0,84.74835323147494,1.0,0.0,6.0,0.0,1.0,1.0,1.0,0.0
20.0,86.40413183477142,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
20.0,81.71860545089424,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
20.0,74.7752136092155,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0
20.0,75.3460018424081,1.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0
20.0,93.54936823754991,1.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0
20.0,75.7843405706589,1.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0
21.0,75.4872624489235,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
22.0,54.05412521799967,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
22.0,73.75283308093832,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
22.0,66.92388640495979,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0
22.0,69.62691552806045,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0
23.0,54.176653865753444,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
23.0,61.86111748506625,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
23.0,55.0925161198668,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
23.0,66.61651151676756,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
24.0,83.67543193599538,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
24.0,87.61049691380474,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
25.0,78.63397724709179,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
25.0,100.26483031264468,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
25.0,94.26354923256234,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
25.0,89.0448845186594,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
25.0,84.44768370166342,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
26.0,79.48894594239967,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
26.0,72.48311800851906,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
27.0,76.84824023123902,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
28.0,76.76457602075813,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
28.0,75.20798179082989,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
28.0,75.27568582390374,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
28.0,61.31874666444166,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
28.0,65.7877928554096,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
29.0,76.58748400203275,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
29.0,80.54755393589562,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
29.0,88.15373772509946,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
29.0,87.74042705012491,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
29.0,66.20152511044907,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
30.0,77.77630059922838,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
30.0,85.19270197755093,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
30.0,92.54736728814919,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
30.0,80.39726370358512,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
30.0,76.27796215270172,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
30.0,88.49810181151692,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
31.0,58.455997408690834,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
31.0,69.7807225015286,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
31.0,75.49242446986693,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0
31.0,77.17454127844483,1.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0
31.0,58.69497873361546,1.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0
32.0,61.76377298440275,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
32.0,62.95593570492919,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
32.0,75.7421452953932,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
33.0,67.38146322097418,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
34.0,81.13530379835474,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
34.0,62.36081067979963,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
34.0,70.19822344635156,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
34.0,57.93448654138744,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
34.0,68.96407714875781,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
34.0,77.83404564422665,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
34.0,68.65761509692469,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0
35.0,79.51160203937958,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
35.0,76.08838622157813,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
35.0,62.34798252999962,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
35.0,58.26007986054971,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
35.0,78.61544555752918,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
36.0,62.68572571593352,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
36.0,67.33290137086894,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
36.0,64.27548995977321,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
36.0,70.85454639748077,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
36.0,70.9659675771029,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
37.0,49.902511342303946,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
37.0,71.17321107165628,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
37.0,65.38597451798606,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0
37.0,56.547583796211455,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0
37.0,64.97520903945565,1.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0
38.0,92.95230446107095,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
39.0,77.99964243576106,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
39.0,86.7333642259678,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
39.0,80.9848298411152,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0
39.0,66.81344161351026,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0
39.0,81.51963236005828,1.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0
40.0,80.14000919325336,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
41.0,82.39951134428449,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
41.0,93.90315161122817,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
41.0,78.50200271763312,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
41.0,80.72752601869416,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
41.0,84.66357538133117,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
41.0,88.63130799099436,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
42.0,70.76498485134881,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
42.0,80.91127158628,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
42.0,73.40632974505291,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
43.0,76.19396742913125,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
43.0,77.27917480362277,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
43.0,76.16138160198727,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0
43.0,82.57810943041571,1.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0
43.0,74.87876111543457,1.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0
43.0,69.23255818288169,1.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0
44.0,73.36187747164203,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
44.0,71.98138461085142,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
45.0,94.92295031454498,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
45.0,84.73214516849185,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
45.0,76.9231442263372,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0
45.0,102.46981742601577,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0
46.0,85.452797485204,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
46.0,81.90920666767448,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
46.0,75.0290280390765,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
47.0,82.22178016176764,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
47.0,72.56120780781187,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
48.0,92.53330920417969,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
48.0,76.48919601630392,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
48.0,77.26493930184658,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
48.0,82.93971375313645,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
48.0,75.15391387789761,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
48.0,68.62498779183774,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
48.0,66.56921610893397,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0
49.0,89.61861535029507,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
49.0,94.80220941905634,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
49.0,95.20185079727156,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0
49.0,95.46853604715037,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0
49.0,95.56185252513782,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0
49.0,81.99279828491969,1.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0
50.0,83.97720385966781,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
50.0,87.33009045890797,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
50.0,108.87468058635817,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0
50.0,85.24972348259757,1.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0
50.0,86.82728281218421,1.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0
51.0,66.64120453244662,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
51.0,63.2424789767424,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
51.0,61.35875552183996,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
51.0,59.812076256941346,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
52.0,76.22861067897756,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
52.0,80.67011300552207,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
52.0,87.1750127319395,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
52.0,82.48922745004394,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
52.0,78.53352112030497,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
52.0,73.22923170438504,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
52.0,91.7250250870589,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0
53.0,72.21609031149026,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
53.0,73.25967183421469,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
53.0,81.62296916005602,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
53.0,89.52752919419427,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
54.0,75.06491570460084,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
54.0,79.01568155211655,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
54.0,79.59197347331852,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
54.0,77.75140659590889,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
54.0,87.61845237429857,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
54.0,83.06255667876884,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
54.0,80.19054422805053,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0
55.0,65.35897035319488,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
55.0,81.47302129727674,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
55.0,76.52456794678314,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
55.0,83.43227254734109,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
55.0,82.63602779715069,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
55.0,74.5257163046149,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
56.0,56.647227617287925,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
56.0,65.56078078387293,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
56.0,73.00623491579886,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
56.0,61.40604599675235,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
57.0,89.9973742897667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
57.0,75.29787508660677,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
57.0,80.53496845776533,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0
57.0,85.32635010963632,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0
57.0,101.92535809876475,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0
57.0,84.58223978485272,1.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0
57.0,86.76543172360637,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0
58.0,68.54433381834613,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
58.0,69.2233256618665,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
58.0,72.51910461147806,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0
58.0,82.19915278962257,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0
59.0,85.79292439235836,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
59.0,74.1449042561697,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
59.0,69.61756313411044,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0
59.0,78.3745631758919,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0
59.0,79.83383195051434,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0
59.0,64.67546004045398,1.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0
60.0,64.72538396889165,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
60.0,74.68510068522535,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
61.0,88.1197182825491,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
61.0,68.75072928745942,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
61.0,89.63394043993284,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
62.0,95.52190219113183,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
62.0,81.72126960176497,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
62.0,73.12536850153501,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0
62.0,89.9377454156222,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0
63.0,67.65147847325338,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
63.0,75.69493432714073,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
64.0,79.04191233587979,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
64.0,81.81522049457233,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
64.0,79.8089896834064,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
65.0,70.91773483026657,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
65.0,77.76773654017033,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
65.0,79.04934100603771,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
65.0,70.48851913289568,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
65.0,63.05163149884403,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
66.0,82.67562087931063,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
66.0,85.11763077300589,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
66.0,81.95314064121428,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
67.0,83.6958355821653,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
67.0,89.10236447292483,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
67.0,78.00653820138189,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0
67.0,80.86769136209936,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0
67.0,92.2718080469011,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0
67.0,78.82798773652966,1.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0
68.0,91.36394873346876,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
69.0,68.98231512621,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
70.0,74.75259325109977,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
70.0,75.86435324927362,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
70.0,77.61023659869957,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0
70.0,79.74313666911888,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0
71.0,81.76670755920043,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
72.0,96.41602896686426,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
72.0,104.52196086355491,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
72.0,94.95495387076355,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0
72.0,91.67518887379204,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0
73.0,92.37703966133735,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
73.0,98.83557329936416,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
73.0,94.16781315357996,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0
73.0,90.49273690306971,1.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0
73.0,93.93923961329713,1.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0
73.0,89.35546554631127,1.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0
73.0,90.83308454251768,1.0,0.0,6.0,0.0,1.0,1.0,0.0,1.0
74.0,68.0557753895518,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
75.0,84.67176087854249,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
75.0,81.83649091920121,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
75.0,76.34024997060904,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
76.0,82.40918519588699,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
76.0,80.06254007665827,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
76.0,86.18189853467882,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0
76.0,71.55845242936738,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0
76.0,83.78762739207576,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0
76.0,75.8296645903282,1.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0
76.0,82.73021215159262,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0
